question|document_page_content|similarity_score
Менеджеры могут и писать курс и проходить его потом?|Когда сотрудник пройдет все шаги с материалами и тестами курса, он попадет на шаг с экзаменом. Экзамен содержит все экзаменационные вопросы. Такие вопросы также, как и остальные, относятся к конкретным статьям, но не выводятся в шагах с тестами. Сотрудник заполняет ответы и нажимает по кнопке продолжить, после чего курс переходит в состояние ожидания проверки от тренера. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642109/original/Fm-IavmN1RzDHutYcjiQEeDIW_hQKIZIiw.png?1646058289 После проверки тренером экзамен либо становится пройденным либо требует пересдачи. Когда слушатель зайдет в курс с экзаменом требующим пересдачи, то он увидит в каких вопросах ошибся и сможет прочитать комментарии тренера. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642112/original/7fxjiUqb5WdoJEsQActwiOEogtzcPnrISw.png?1646058289 По кнопке «Пересдать» сотрудник сможет заново ответить на неверно отвеченный вопрос. Такой процесс будет повторяться до тех пор, пока тренер не отметит все вопросы решенными. После этого экзамен становится пройденным и сотрудник завершает курс.|0.30174643
Подскажите, пожалуйста, как перенести статью из папки в папку|Перемещать категории и статьи местами можно, зажав пиктограмму в виде трех полос и перетаскивая статью в другое место. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003640956/original/MRn3EmBP2mnWs6BMx9DS-TCxYMggR7L_AA.png?1646057547 Таким образом можно перемещать статью можно внутри родительской подкатегории. Если требуется переместить статью в другую категорию или раздел, нужно нажать на кнопку “Изменить расположение” (пиктограмма “карандаша” над названием статьи) и выбрать в выпадающем окне нужный вам раздел или категорию: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003640965/original/9v_8gTcYky_xVeLn1SDTvRfRsi-QRmVvlQ.png?1646057550|0.30664217
Подскажите, пожалуйста, как перенести статью из папки в папку|Если в процессе работы вы увидите, что средств в одном из фондов не хватает на одобрение всех заявок, но при этом в другом фонде есть лишние деньги, вы сможете сразу на странице финплана переместить деньги между фондами. Для этого нужно нажать на кнопку со стрелками - откроется окно для выбора, из какого фонда в какой сколько денег нужно перенести. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73007743540/original/Yom9l7aDMs-ithIpWaGfz8QenGThVCLD3Q.png?1650549512|0.35877973
Подскажите, пожалуйста, как перенести статью из папки в папку|"Также вам может понадобится перенести новый или старый блок в другой отдел или департамент (в подчинение другому руководителю). Для этого вам нужно зайти в дополнительные настройки переносимого блока (нажимаем на шестеренку у нужного блока и в открывшемся окне раскрываем дополнительные настройки) и в поле ""В подчинении у"" выбрать нового руководителя для этого блока. После сохранения сам блок и все подчиненные ему блоки будут перемещены в указанный отдел. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003437924/original/iagj6QufBSgdr3g_YIOuZIDQiTwpnRkuiw.png?1645703789"|0.36148596
Подскажите, пожалуйста, как перенести статью из папки в папку|В таком случае напишите, пожалуйста, нам, мы обязательно поможем. Вы можете написать, воспользовавшись виджетом чата или, если вы на странице документации, то через форму обратной связи (в правом верхнем углу).|0.36305135
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|"Если навести на блок текста, слева можно увидеть знак “Р”, это означает, что сейчас в нашем блоке введен текст. Если навести на саму букву, то появится стрелка, по нажатию на которую появится список всех возможных типов контента: - Заголовки H1 и H2 - Цитата - Списки (нумерованный и маркированный) - Таблица - Выделение в три цвета (красный, желтый, зеленый) - Изображение (PNG, JPG, GIF) - Код - Видео-хостинги - добавляет видео из YouTube или RuTube при вставке ссылки - Аудиоплеер - для вставки аудио файлов (MP3, WAV) - Видеоплеер - для вставки видео файлов (MKV, MOV, MP4) - iframe - контейнер, куда загружается содержимое с другого ресурса (например, график из Google Таблицы) - Файл - Столбцы (30/70, 70/30, 50/50) https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641275/original/-wzy8VHxi13tHxe9NQ58GPg_HajMYRlzBQ.png?1646057741 На примере ниже мы добавили в статью отсылки к сотруднику и другим статьям базы знаний, цитату, iframe, столбцы 50/50 с выделением разными цветами: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641269/original/kKEyO_v2hv620eyL8VEBSgpdPZij4_WZjw.png?1646057737 Вы можете создать маркированный и нумерованный список, нажав на соответствующие кнопки сверху в панели инструментов. Если нужен вложенный список, выберите тип списка (маркированный или нумерованный), заполните как минимум одну строку, затем перейдите на новую строку и нажмите Tab. Любой блок можно поменять местами с другим. Для этого нужно навести на блок, чтобы появился знак с двумя стрелками. Удерживая курсор на этом символе и перемещая его вниз/вверх, можно переместить блок, вот так: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641274/original/5O0I-quHD2VQFZoERIqxf9cW2043OxCJtQ.png?1646057740 | Важно: На данный момент перемещать блок сразу можно в границах экрана. Если нужно переместить блок ниже, нужно делать это постепенно. В будущем это будет доработано. | Если вы допустили ошибку, можно отменить действие, либо, наоборот, вернуть последнее отмененное, для этjго в левом верхнем углу есть соответствующие кнопки: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641248/original/MBGkK5vb0ZLRRczUEc3iOogUOW3gqCTxrA.png?1646057732 Отменить действие можно также по команде Ctrl+Z. Перенести свою базу знаний с другого ресурса в Platrum возможно, редактор поддерживает вставку текста из других документов с сохранением основных стилей и заголовков. Если у вас при переносе текста возникли ошибки в отображении статьи, напишите нам (https://t.me/platrum_help) , мы исправим ошибку."|0.2609355
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|Если вы столкнулись с ситуацией, когда у вас текст наезжает сам на себя или не влезает в границы блока, вам необходимо увеличить размер блока, чтобы для текста было больше места. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003438160/original/t0tzUdXfgTdi2a8KaoZE3UXzH59OTt_DaQ.png?1645704080 Для этого: - Перейдите в режим редактирования структуры; - Наведите курсор на нижнюю или боковую границу блока (в зависимости от того, как вы хотите ее растянуть: вширь или в длину), появится двойная стрелка; - Зажмите левую кнопку мыши и потяните границу в нужную сторону. После сохранения текст станет отображаться корректно: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003438157/original/tMdmpP5VD0eFaQtUtr-jf1crfhw9Nh8oTw.png?1645704080|0.27361238
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|Суть блока в том, что это цельная часть текста, которая может быть перемещена, удалена или по-особому выделена. Аналог блока редактора - абзац. При вводе текста, чтобы начать другой блок достаточно  нажать на Enter, либо поставить курсор мышью на новую строку. Как выглядят два раздельных блока: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641271/original/SJnL6Nh3_EzWFFJSTPod_EGQE4AOzPwFqg.png?1646057738 При выделении части текста появляется меню форматирования, где можно выбрать стандартные стили, либо очистить от стилей.|0.27682048
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|В основу работы редактора Базы знаний Platrum заложен блочный принцип. То есть каждый кусочек контента (таблица, изображение, абзац, список) представляет собой цельный блок, который можно редактировать и перемещать внутри статьи. Далее подробнее рассмотрим особенности работы с редактором. Нагляднее вы можете узнать это из первой части нашего видео: https://www.youtube.com/embed/I3X_mBPn_Fk СОДЕРЖАНИЕ - Редактор текста --- Блоки --- Ссылки --- Типы контента - Сохранение --- Сохранить как черновик --- Сохранить - Дополнительные действия --- Человекочитаемый URL --- История версий --- Добавить в избранное --- FAQЕсть ли ограничение по количеству символов в статье?|0.29230973
новости в компании каждый сотрудник может публиковать?|Сотрудники, выбранные в поле “Кто может работать с комментариями в статье” получают возможность оставлять в статье комментарии и предлагать исправления без возможности редактировать статью. Также такие сотрудники будут видеть статью, даже если она еще в статусе черновика, так как они должны участвовать в работе над этой статьей. Если на комментарий или предложение будет реакция, сотруднику придет письмо на почту с уведомлением об этом. Также такой сотрудник может просматривать историю комментариев. В нашем примере, статьи раздела доступны только сотрудникам отдела продаж. Если потребуется открыть доступ к статье этого раздела сотруднику другого отдела, это может сделать только Администратор Базы знаний.|0.28932637
новости в компании каждый сотрудник может публиковать?|Каждому сотруднику вы можете поменять график работы. Подробнее читайте в отдельной статье (https://help.platrum.ru/article/53-article)|0.30282885
новости в компании каждый сотрудник может публиковать?|Сотрудник с доступом на комментирование статьи может создавать в этой статье комментарии и предложения по изменению текста, а также такой сотрудник видит чужие комментарии и предложения и может поучаствовать в обсуждении. При этом комментатор будет видеть статью, даже если она в статусе черновика (то есть вы можете создать черновик в нужной папке и совместно работать над ним с коллегами, пока не завершите, а после опубликовать готовый документ). Также, по умолчанию, любой редактор статьи может оставлять комментарии и предложения. Доступ настраивается там же, где и доступы на просмотр и редактирование статьи. (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525534) Сотрудники с обычным доступом на просмотр не увидят комментарии, для них статья будет выглядеть как обычно.|0.30482852
новости в компании каждый сотрудник может публиковать?|У каждого сотрудника в проекте есть возможность работать с задачами в календаре. Сотрудники, у которых есть подчиненные, могут выбирать для просмотра календарь своего сотрудника.|0.30548838
Здравствуйте есть api на бронирование?|Данная функциональность предназначена для удобного бронирования чего-либо, например, переговорных комнат. Содержание - Как начать? - Как забронировать? - Доступы|0.26518792
Здравствуйте есть api на бронирование?|Любой сотрудник может зайти в раздел, и забронировать необходимую ему переговорную комнату. Для начала, необходимо нажать на время в нужной комнате: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73008946996/original/x8v9UfdfPL4BjTfk_ezwbEhU5nMBgeoEdw.png?1651847627 Чтобы увеличить время - потяните за ячейку: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73008946999/original/9qdzn6ioDc9yjjiXWV82OhekBl4aLYPlWg.png?1651847628 Для удобства, вы можете раскрыть окно комнаты, чтобы бронировать на другой день: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73008947000/original/YquYOeGMA6yxUQ_-w2BCRUl_Oo9qhA2nCg.png?1651847628 Для удаления брони, нажмите на нее заново: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73008946998/original/bCcWsyH1q2JMYKLsjmncHsStb7FzqznDog.png?1651847628 Важно : исторические данные удалять нельзя. Т.е если время бронирования истекло - запись удалить нельзя. Если вам не удобно пользоваться календарным представлением, вы можете открыть окно бронирования: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73008946997/original/ZFTR9S1ueAGV7KzbnOCqZatKPN9KBqG70w.png?1651847628 Здесь в более удобном формате вы сможете выбрать нужное время и увидеть, какие переговорные комнаты доступны на данное время.|0.30558208
Здравствуйте есть api на бронирование?|"Брендирование доступно только на тарифе Профи. Приобрести данный тариф вы можете в разделе ""Тарифы и Оплата"": https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73008948858/original/Jd2FD8H3VQkrIkrxVMosltS_y8G5xjcugQ.png?1651848539 После приобретения тарифа Профи, вы можете начать настройку Брендирования."|0.3662024
Здравствуйте есть api на бронирование?|"Нет,  минимальное кол-во пользователей: 5, на тарифе ""Начальный""."|0.3665883
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|Чтобы сотрудники узнали о курсе и начали его проходить, нужно добавить в курс соответствующие должности. После добавления сотрудников, некоторым из них можно назначить роль тренера, чтобы они могли проверять результаты коллег. По каждому сотруднику в курсе отображается прогресс. Добавить первых участников можно по инструкции. (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525542)|0.19527096
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|"Чтобы добавить участника можно в Управлении курсами у нужного курса выбрать пункт «Участники» https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642053/original/7QDkeO4Oj4tqPTpev5ZhP-bJhzfpDSM_jg.png?1646058248 Либо открыть курс, вкладку ""Участники"". На открывшейся странице нужно выбрать должности, для которых курс будет доступен для прохождения. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642055/original/tYZ29mSwc-KTAqDd3mFdedS1778Far6Yxg.png?1646058248 У выбранной должности можно включить также всех подчиненных по специальной иконке:После добавления должностей все соответствующие сотрудники отобразятся в списке участников. А курс теперь будет им доступен в списке курсов (на главной странице Академии). Участникам курса список остальных участников недоступен, так что увидеть прогресс по всем слушателям может только администратор академии или тренер данного курса. Чтобы назначить конкретного участника тренером курса, нужно выбрать соответствующий пункт в выпадающем меню: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642056/original/zlDHdbujC80iGSOpEf7ave76w4YqajyHsQ.png?1646058248 Тренер курса не будет проходить курс, но сможет проверять экзамены участников. Каждый раз, когда очередной слушатель курса напишет экзамен, тренеру будет приходить уведомление с указанием кто и в каком курсе написал экзамен, а также со ссылкой на страницу участников: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642052/original/XMZpxNyI17K1-0c0DhoQdhYSo0fln2Ohmw.png?1646058247 Уведомление приходит только при ответе на открытые вопросы, которые требуют проверки тренера, если сотрудник отвечает на закрытый вопрос, неважно, экзаменационный он или нет, уведомление не придет. Информация о непройденных курсах, а также незавершенных обязательных курсах будет видна на рабочем столе сотрудника и его руководителя: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642049/original/KUQs8T-qmZaHusrYxdWONa-wQYapcDX1gA.png?1646058246"|0.21997772
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|"После того, как вы сохранили курс, можно перейти к добавлению участников. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641963/original/GK1l4a4vUy-nDcAIYsuSAr0GRFDPo5L-cQ.png?1646058175 Сотрудники добавляются не отдельно, а по своим должностям. Например, вы выбираете в списке должностей ""Менеджеры отдела продаж"" и в списке появятся все сотрудники, занимающие эту должность. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641967/original/pLqoSB0g92laAcPLdf-OI9aziqVyhoK-kQ.png?1646058177 Если нужно добавить большое количество должностей, можно облегчить себе задачу, добавив в курс общего руководителя для этих должностей и включить переключатель в виде стрелки. В этом случае, в курс будут добавлены все подчиненные данного руководителя. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641951/original/z6eqjlS34FqAuXWRXkcKSzB9-Bn5E1NEPg.png?1646058173 В нашем примере, т.к. курс предназначен для всех сотрудников компании, добавим в него генерального директора со всеми его подчиненными. В результате получим курс со всеми сотрудниками проекта в списке участников."|0.24319023
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|"Для добавления обязательно указать только email. Он будет использоваться для входа в систему, пароль будет отправлен в приветственном письме на этот email. Если вы не укажете пароль при добавлении сотрудника, он будет сгенерирован автоматически. Если у вас уже добавлены сотрудники и настроены права для них, чтобы не повторять действие для каждого нового сотрудника, можно в поле ""Права как у"" выбрать сотрудника, у которого уже есть необходимый набор прав. Например, если у вас уже добавлен администратор базы знаний и академии, и вам нужен еще один такой же сотрудник, вы в данном поле можете выбрать его из выпадающего списка."|0.2541818
Работает ли Платрум в Азербайджане?|"Если вам нужна помощь в настройке или комплексное внедрение продукта под ключ, вы можете заказать его у одного из наших сертифицированных партнеров. Это можно сделать, заполнив форму в том же меню по кнопке ""Заказать внедрение"", либо на нашем сайте - https://platrum.ru/partners-list (https://platrum.ru/partners-list) В течение часа с момента заполнения анкеты с вами свяжутся наши партнеры, соберут требования и обсудят детали процесса подключения."|0.33349758
Работает ли Платрум в Азербайджане?|Platrum поддерживает возможность создания произвольных плагинов (модулей) с различной функциональностью и установки их в любой проект. Здесь расскажем как это работает и как создать или заказать свой плагин.|0.3418971
Работает ли Платрум в Азербайджане?|Platrum - это сервис автоматизации менеджмента. Platrum это облачное решение, то есть он не требует установки на вашем ПК и доступен из любого современного интернет-браузера при условии наличия Интернета. Ниже представлена инструкция по регистрации и ссылки на разделы документации по каждой из представленных в сервисе возможностей. СОДЕРЖАНИЕ - Регистрация - Пароль - О работе с проектами --- Демо-данные --- Из чего состоит проект ----- Меню с инструментами ----- Основные настройки --- Заказ внедрения - Тарифы и оплата --- Как устроена оплата лицензии --- Как работают лимиты --- Кто может работать с лицензиями --- Если нужно изменить параметры купленной лицензии --- Работа с несколькими проектами --- Уведомления Регистрация На странице https://platrum.ru/ (https://platrum.ru/) нажмите кнопку “Регистрация”. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083129/original/OfTj178Mj_gS4cBnRj9c-OTyRXEyibHqRA.png?1645106210 На открывшейся странице введите данные для регистрации: e-mail, номер мобильного телефона и ваше имя. При регистрации вы принимаете условия Лицензионного договора и Политики обработки персональных данных, поэтому внимательно ознакомьтесь с их содержанием (ознакомиться с текстом указанных документов можно напротив соответствующего чекбокса. Если вы принимаете условия Лицензионного договора, поставьте галочку в квадрате под строкой с вашим именем. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083227/original/Ovlp35kbf3ZWPZW7ZboU3bXqe09MZSvlNQ.png?1645106255 После того, как вы заполните все поля станет активна кнопка “Зарегистрировать новый аккаунт” внизу страницы. Нажмите её для завершения регистрации. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083246/original/kivUTwZUGHXxOpZ3IcZQMNwSfneYDgLHMg.png?1645106272 Создание аккаунта займет несколько секунд. После этого вы увидите приветственный экран. Здесь можно подробнее узнать о нашем сервисе. Посмотрите небольшое видео или нажмите “Далее”. На втором экране можно записаться на внедрение Platrum, пройти курс обучения пользованию системой. Если вас это не интересует, нажмите кнопку “Пропустить, я опытный пользователь”. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083251/original/tYQCmRqPzp0wSvJfNY8qg5zuYZShpCphfg.png?1645106286 После этого вы попадете на главную страницу проекта.|0.34875166
Работает ли Платрум в Азербайджане?|Каждому сотруднику вы можете поменять график работы. Подробнее читайте в отдельной статье (https://help.platrum.ru/article/53-article)|0.34937882
в БП есть опция отмены создания БП?|При выполнении бизнес-процесса есть возможность создать подпроцесс. Тогда в процессе будут открыты все нужные поля для начала подпроцесса. Поля нужно заполнить, после чего будет создан новый бизнес-процесс. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026352716/original/Ddb7Hz7vA10Ybo6UIDQ9sFRFwlgxHJB-WA.png?1664811478|0.375264
в БП есть опция отмены создания БП?|"Создать новую заявку можно по кнопке плюса в правом верхнем углу. В открывшейся панели нужно заполнить сумму, описать продукт или услугу на которую требуется данная сумма, выбрать тип заявки (в зависимости от типа поле ""Должность"" заполнится автоматически), описать проблему, почему требуется данный продукт или услуга и решение (то есть как именно данный продукт или услуга решит проблему). В конце нужно выбрать период финпланирования, на который делается заявка. В поле ""Тип заявки"" сотруднику доступны только те типы, которые привязаны к его должности, либо должностям руководителей его вертикали в настройках фин.планирования. Даже если у сотрудника будет доступ на работу со всеми заявками или на создание транзакций, он не сможет создавать заявки на недоступные ему типы расходов. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734630/original/fc76EjHYpwaqAOfcoxdhiGGHIt5CTG6E2A.png?1646157424 В списке заявок вы будете видеть свои заявки, а также подчиненных вашей вертикали. По умолчанию, сотрудники не видят заявки коллег на одной должности. Но если это требуется, можно включить такую опцию в настройках фин.планирования. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73007760944/original/P1kkyKkQs6IhjnMEPPm-eC3iA-xQHJ2KtA.png?1650558746 Редактировать заявки могут: - сам сотрудник, который создал заявку, пока она не отклонена или не согласована - руководители его вертикали"|0.3842778
в БП есть опция отмены создания БП?|Создать программу можно через соответствующую кнопку: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73023382144/original/W-QMCw8vPvk0_S_B4hpHvbkPVU0TG_i9og.png?1662559281 В появившемся меню присутствуют поля:|0.38497502
в БП есть опция отмены создания БП?|Для создания шаблона бизнес-процесса нужно перейти в конструктор бизнес-процессов. Во вкладке можно увидеть список шаблонов, которые уже созданы в проекте. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026359277/original/cbOcmRXWBocpvANdjKFArFZIX-zcbPmOJg.png?1664813854|0.3867373
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|"В данную панель задачи попадают автоматически, как только вы меняете у них статус с ""Новая"" на ""Завершенная""."|0.37084502
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|"Когда этот параметр включен, вы можете быстро реагировать с помощью недавно использованных реакций при наведении курсора на сообщение. Настройки боковой панели канал включают в себя расширенные инструменты управления боковой панелью, они применяются только к вашей боковой панели, не затрагивая других пользователей. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73033025520/original/bsPbxO7EX4Xc9ZWs1x2dw46yf98Ulu7n3g.png?1669365127 Группировать непрочитанные каналы отдельно Этот инструмент группирует непрочитанные каналы в верхней боковой панели каналов в категорию ""Непрочитанные"". Количество прямых сообщений Вы можете выбрать, какое количество личных сообщений отображать в боковом меню: 10, 15, 20, 40 или все."|0.3768941
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|"Когда бизнес-процесс создан, у исполнителя появляются шаги для его выполнения. Исполнитель может перейти в процесс и увидеть, какие действия требуются для выполнения процесса. В данном случае необходимо связаться с соискателем, обсудить его кандидатуру на вакансию и оговорить дату собеседования. После выполнения действий нажимаем одну из соответствующих кнопок по итогам разговора с соискателем. Допустим, соискатель сказал, что ему неинтересна вакансия, тогда мы нажмем на отказ и укажем причину: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026339750/original/kgjoMUoyUgCK5bin7M-UlJMWaeFGFBxjbA.png?1664807922 Если же у нас получится договориться с соискателем, мы нажмем ""Провести первичное собеседование"", укажем дату собеседования и добавим комментарий, если он нужен: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026340758/original/Mn-1cP436kzVYcmt_F2DJEkLOecckyGhug.png?1664808116 Абсолютно все указанные поля настраиваются вами при создании бизнес-процесса, вы сможете задать в шаге именно те действия, что нужны вам. Таким образом, мы проходим по шагам, указанным в бизнес-процессе. Когда все шаги по бизнес-процессу будут выполнены, процесс будет считаться закрытым: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026292920/original/HHsdz_sFjSpji1Ks8fHHdcBt0EYYW2YPoQ.png?1664790826 На верхней панели процесса вы можете увидеть постановщика, название процесса, шаг, на котором процесс сейчас находится, дедлайн по всему процессу, карту процесса и более подробную историю действий по процессу."|0.37937048
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|"Статусы по проведенным проверкам в контроле качества нужны, чтобы вы могли проработать с сотрудникам ошибки. Это поможет сотрудникам не совершать те же ошибки вновь. Увидеть статусы по проверкам вы можете, если нажмете на фильтр ""Развернуть проблемы"". Новое - проверка еще не была проработана с сотрудником; В работе - проверка разбирается с сотрудником, идет работа по разбору ошибок; Отработано - нарушения проработаны с сотрудником; Отклонено - проверка отклонена."|0.38389274
