article_id|chunk_id|question|answer|accuracy|completeness|clarity|contextual_relevance|cluster
73000525540|3|Какие из добавленных бонусов к проекту выберутся для просмотра сотрудники с текущим доступом?|"Сотрудникам с доступом будут видны все бонусы, за исключением тех, которые имеют статус ""Утвержден""."|4|5|3|2|4
73000525541|6|Какие бонусы из списка, добавленного в проект, будут видны сотрудникам с текущим доступом?|Сотрудники с добавленным доступом смогут видеть статусы, выбранные из списка доступных для просмотра.|4|4|3|5|5
73000525757|1|Какие статусы сотрудники с добавленным доступом смогут видеть из списка?|Сотрудник сможет видеть информацию о должностях, зарплате (и возможность ее изменения), бонусах и статусах, которые доступны для просмотра и редактирования.|3|4|4|4|5
73000525547|14|Какие бонусы могут быть просмотрены?|"Сотрудникам с добавленным доступом будут видны все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|4|5|3|2|4
73000525539|7|Для какого отдела в приведенном примере мы добавляем доступ?|Сотрудникам с текущим доступом будут видны только те бонусы, которые были добавлены в проекте и выбраны в списке бонусов, доступных для просмотра. Конкретные бонусы, которые будут видны, зависят от настроек, указанных при добавлении доступа.|4|5|3|2|4
73000525756|6|Какие бонусы сотрудники с текущим доступом могут видеть из списка добавленных к проекту?|Как указано во втором документе, должности могут иметь доступ к просмотру и изменению зарплаты сотрудников. Однако, для каждой должности этот доступ должен быть явно указан и настроен.|3|4|4|3|8
73000525759|4|Где будет отображаться только что добавленный доступ?|Из предоставленных материалов не следует, что в Platrum платформе существует возможность видеть и изменять зарплату сотрудников. Однако, в других частях текста, например, в документе-отрывке №2 говорится о настройке доступа сотрудников к разделам и статьям, поэтому предполагается, что в Platrum есть возможность управлять доступом к информации о зарплате сотрудников, но это нигде не уточняется.|1|3|2|2|7
73000524835|4|Какие статусы будут видны сотрудникам с добавленным доступом?|Из списка статусов будут видеть сотрудники с добавленным доступом те статусы, которые будут выбраны при заполнении соответствующего поля при добавлении доступа.|4|4|4|3|1
73000524812|15|"Что произойдет, когда будут заполнены все поля и нажата кнопка ""Сохранить""?"|"Сотрудник будет видеть информацию по должностям о зарплате (с возможностью ее изменения), доступные бонусы и статусы, за исключением статуса ""Утверждено""."|4|5|4|3|1
73000524841|4|"Какую информацию о сотрудниках будет видеть сотрудник в разделе ""должности""?"|"Сотрудники с добавленным доступом смогут видеть все статусы бонусов, кроме ""Утвержден""."|2|3|4|3|2
73000524814|2|Какие бонусы сотрудник сможет просмотреть?|Сотрудник, имеющий доступ к разделу о должностях, будет видеть следующую информацию: 1. Должности, к которым доступ предоставлен. 2. Зарплату сотрудников и возможность ее изменить. 3. Список бонусов, доступных для просмотра. 4. Список статусов, доступных для редактирования. После заполнения необходимых полей и сохранения данных, добавленный доступ будет отображаться в списке доступов. Для более подробной информации вы можете ознакомиться с примером добавления доступа для HR-отдела по ссылке: [ссылка на изображение и пояснение](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906)|4|5|3|2|4
73000525540|3|Какой доступ мы добавляем в примере выше и для кого он будет?|Из предоставленных документов не следует, что выбранные позиции будут иметь доступ к просмотру заработной платы сотрудников и возможность ее изменения. Возможность просмотра и изменения заработной платы сотрудников скорее всего будет у сотрудников, занимающих руководящие должности, а не у выбранных позиций. |3|4|4|2|0
73000525532|2|Какие бонусы будут видны сотрудникам с текущим доступом?|В данном разделе доступны данные настройки относятся к отдельному сотруднику, поэтому доступен просмотр всех должностей.|2|3|1|3|3
73000525756|6|Будут ли выбранные позиции иметь доступ к просмотру заработной платы сотрудников и возможность ее изменения?|Да, выбранные должности будут иметь доступ к просмотру зарплат сотрудников и возможность их изменения. Зарплата сотрудников будет видна и доступна для изменения для сотрудников, которые имеют соответствующий доступ к должностям на платформе Platrum.|5|5|5|4|6
73000524814|3|Какие статусы из списка будут видны сотрудникам с добавленным доступом?|"Сотрудники с дополнительным доступом смогут видеть все статусы бонусов, кроме статуса ""Утвержден""."|2|4|3|3|2
73000525556|17|Какие статусы будут видны сотрудникам с добавленным доступом?|Сотрудники с выбранным доступом смогут видеть бонусы, которые были добавлены в проекте и выбраны для отображения сотрудникам с текущим доступом.|4|4|4|3|1
73000525557|3|Могут ли выбранные должности просматривать заработную плату сотрудников и изменять ее?|Документы не содержат информации о том, могут ли выбранные должности просматривать и изменять зарплаты сотрудников.|5|5|4|2|1
73000525554|8|Какие должности имеют доступ к просмотру и изменению заработной платы?|Да, выбранные должности имеют доступ к просмотру и изменению зарплаты сотрудников. (см. ссылку на изображение в документе №1)|4|5|3|2|4
73000524841|5|Какие статусы сотрудники с дополнительным доступом смогут видеть?|Да, выбранные должности имеют доступ к просмотру зарплат сотрудников и возможность их изменения.|3|4|4|2|0
73000525556|17|Какие бонусы будут видны сотрудникам с текущим доступом?|Сотрудники с выбранным доступом смогут видеть те бонусы, которые были добавлены в проекте и выбраны в списке. Точный список бонусов, доступных для просмотра сотрудникам с данным доступом, зависит от того, какие бонусы были выбраны при добавлении доступа.|4|5|4|4|6
73000525539|8|Могут ли выбранные должности просматривать зарплаты сотрудников и изменять их?|"Сотрудники с добавленным доступом будут видеть все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|4|4|3|3|1
73000525754|15|Могут ли сотрудники с доступом просматривать и изменять заработную плату?|Из предоставленных материалов не следует, что выбранные должности могут видеть и изменять зарплату сотрудников. В документе рассматривается только настройка доступа к статьям и разделам системы. Если вам нужна информация о возможности управления зарплатой сотрудников на платформе Platrum, я могу предложить вам обратиться к соответствующим разделам документации или к администраторам системы.|4|4|3|4|5
73000525753|1|К каким должностям будет получен доступ?|Да, доступ к просмотру и изменению заработной платы может быть предоставлен в зависимости от ролей и настроек доступа. Он может быть предоставлен для определенных должностей сотрудников.|4|5|3|2|4
73000524835|3|К какому отделу добавляется доступ в приведенном примере?|В разделе о должностях вы можете получить информацию о различных должностях в компании. Эта информация может включать название должности, описание ее обязанностей и требования к соискателям, а также уровень зарплаты и возможности карьерного роста. |2|3|4|1|7
73000525754|8|Какая информация доступна сотрудникам в разделе о позициях?|В примере выше доступ к данным всех должностей в проекте будет иметь пользователь, который настроил панель проверки (см. ссылку https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525805). Этот пользователь будет видеть все чеклисты, относящиеся к данной странице, а также иметь возможность их отредактировать.|5|4|3|4|6
73000524812|11|Какие статусы могут быть видимы для сотрудников с добавленным доступом?|"Сотрудники с добавленным доступом смогут видеть все статусы зарплаты и бонусов, кроме статуса ""Утвержден""."|3|4|3|2|9
73000525754|2|Как сохранить добавленный доступ?|"Согласно предоставленной информации, сотрудники смогут видеть и изменять все бонусы, кроме бонусов со статусом ""Утвержден""."|3|4|4|2|0
73000524812|10|Что будет делать HR-отдел в данном примере и какое действие будет выполняться всеми сотрудниками отдела HR?|В разделе о должностях, доступ к которым получит сотрудник, он сможет увидеть следующую информацию: 1. Доступ к информации по выбранным должностям, включая возможность просмотра и изменения зарплаты для этих должностей. 2. Бонусы, которые будут видеть сотрудники с выбранными должностями. 3. Статусы, которые будут видеть сотрудники с добавляемым доступом.  Более подробная информация с примером доступна по ссылке: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906|4|5|4|5|6
73000525754|15|"Что произойдет после заполнения полей и нажатия кнопки ""Сохранить""?"|"Для сохранения добавленного доступа нужно заполнить все необходимые поля и нажать на кнопку ""Сохранить"" (Save). После сохранения, добавленный доступ будет отображаться в списке доступов."|4|5|4|3|1
73000525754|10|Какую информацию можно увидеть в разделе о должностях?|Сотрудники с добавленным доступом смогут видеть все статусы, выбранные из списка доступных на редактирование.|3|4|4|4|5
73000524815|1|Могут ли выбранные должности просматривать зарплату сотрудников и изменять ее?|Из предоставленной информации нельзя однозначно сказать, будут ли выбранные позиции иметь доступ к просмотру зарплат сотрудников и возможность изменения их. Для получения точного ответа необходимо обратиться к документации или связаться с технической поддержкой компании Platrum.|3|4|4|3|8
73000525756|5|Обладательники каких должностей смогут просматривать и изменять зарплату?|"Сотрудники будут иметь доступ к информации по следующим должностям: 1. Зарплата (с возможностью изменения) 2. Бонусы, указанные в проекте (доступные для просмотра) 3. Статусы (доступные для редактирования), кроме статуса ""Утвержден""."|3|4|4|5|5
73000525557|1|Будут ли выбранные должности иметь доступ к просмотру зарплаты сотрудников и возможность ее изменения?|"У выбранных должностей будет доступ для просмотра и изменения зарплаты сотрудников, а также всех бонусов и статусов, за исключением статуса ""Утвержден"". Для частичного доступа также можно выдать дополнительные права на определенные функции."|4|5|4|3|1
73000524814|2|Какую информацию сотрудник увидит в разделе о доступных должностях?|"Сотрудники с дополнительным доступом смогут видеть все статусы бонусов кроме ""Утвержден""."|3|4|4|2|0
73000525539|1|Какие бонусы из списка добавленных к проекту будут видны сотрудникам с текущим доступом?|Сотрудник с выбранным доступом сможет видеть и изменять следующую информацию: - Зарплату, как свою собственную, так и зарплату других сотрудников. - Бонусы, которые добавлены в проекте и указаны для сотрудников с текущим доступом. - Статусы, которые указаны для сотрудников с добавляемым доступом и которые он может изменять. Более подробное описание доступа и его настройки можно найти в визуальных примерах на примере добавления доступа для HR-отдела по ссылке: [ссылка на пример](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906).|3|4|4|3|8
73000524814|1|Какие бонусы будут видны для сотрудников с текущим доступом?|"Сотрудники смогут видеть информацию о позициях, включая зарплату и возможность ее изменить, доступные бонусы для просмотра и редактирования, а также статусы, которые они смогут просматривать и изменять, за исключением статуса ""Утвержден""."|3|4|4|3|8
73000525539|11|Какую информацию видит сотрудник в разделе?|Да, в документе указано, что сотрудникам с выбранными должностями может быть предоставлен доступ к просмотру и изменению зарплаты сотрудников.|5|5|4|3|1
73000525545|5|Какие бонусы из списка добавленных в проект сотрудники с текущим доступом увидят?|Да, выбранные должности могут просматривать зарплаты сотрудников и изменять их.|2|3|4|1|7
73000525533|5|Могут ли сотрудники с доступом просматривать и изменять зарплату?|"Сотрудники с текущим доступом смогут видеть и изменять все бонусы, кроме тех, которые имеют статус ""Утвержден""."|3|4|4|3|8
73000524841|2|Какие видимые бонусы могут быть выбраны из списка для сотрудников с текущим доступом?|"Сотрудникам с добавленным доступом будут видны все статусы, кроме статуса ""Утвержден""."|2|3|3|3|2
73000525539|10|Какие статусы будут видны сотрудникам с добавленным доступом?|Сотрудник будет видеть информацию о должностях, включая зарплату (с возможностью её изменения), список доступных бонусов и список доступных статусов.|5|5|4|4|6
73000525539|7|Могут ли выбранные позиции просматривать зарплаты сотрудников и изменять их?|"Сотрудники с текущим доступом смогут видеть и изменять все бонусы, кроме бонуса со статусом ""Утвержден""."|2|3|4|3|2
73000525532|1|Какую информацию будут видеть сотрудники в разделе о позициях?|"Сотрудник будет видеть информацию по должностям, включая зарплату (с возможностью ее изменения), доступные бонусы и статусы, за исключением статуса ""Утвержден""."|5|5|4|3|1
73000524833|4|Будут ли выбранные должности иметь доступ к просмотру и изменению заработной платы сотрудников?|"Сотрудники с добавленным доступом смогут видеть все статусы по зарплате и бонусам, за исключением статуса ""Утвержден"". Это значит, что они смогут видеть и изменять зарплату, все бонусы и их статусы, кроме ""Утвержден""."|3|4|3|4|5
73000525532|3|Будут ли выбранные позиции иметь доступ к просмотру зарплат сотрудников и возможность изменения их?|Да, выбранные должности будут иметь доступ к просмотру и изменению зарплаты сотрудников.|4|4|4|3|1
73000525556|18|Может ли выбранные должности просматривать зарплаты сотрудников и изменять их?|Да, выбранные должности могут просматривать и изменять заработную плату сотрудников.|5|5|5|5|6
73000587211|4|Какую информацию сотрудник будет видеть в разделе о позициях?|Да, выбранные должности могут просматривать зарплату сотрудников и изменять ее.|3|4|4|3|8
73000525754|17|На какую информацию сотрудники смогут получить доступ в разделе?|"Сотрудники, у которых добавлен доступ, смогут видеть все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|3|4|4|3|8
73000524812|9|Какие должности будут видеть в соответствующем разделе?|"Да, выбранные должности могут просматривать зарплаты сотрудников и вносить изменения в них. Для этого при настройке доступа к разделу необходимо выбрать соответствующую опцию ""Может видеть зарплату (и изменять ее)"" и сохранить настройки."|4|4|4|3|1
73000525532|7|Какие бонусы будут видны сотрудникам с текущим доступом?|Сотрудник сможет видеть информацию о зарплате, бонусах и статусах в разделе о позициях. Он также сможет изменять зарплату.|4|5|4|3|1
73000524835|3|Какие бонусы будут видны сотрудникам с текущим доступом?|Да, возможность просмотра и изменения зарплаты зависит от должности сотрудника. Если его должность имеет доступ к просмотру и изменению зарплаты, то сотрудник сможет видеть и изменять эту информацию. Вы можете настроить доступ к зарплате для выбранных должностей, следуя инструкции в документе по ссылке: [ссылка].|3|4|4|3|8
73000525556|11|Будет ли доступ к просмотру заработной платы и возможность изменения ее у выбранных позиций?|Из предоставленных материалов я не могу однозначно определить, есть ли возможность для выбранных должностей просматривать и изменять зарплаты сотрудников. Для получения более точной информации необходимо обратиться к дополнительным материалам или обратиться к команде поддержки Platrum.|2|3|4|3|2
73000524812|11|Какая информация доступна сотруднику в разделе?|"После нажатия на кнопку ""Сохранить"" в списке отобразится добавленный доступ для соответствующей должности."|3|4|4|2|0
73000525539|11|Есть ли доступ к просмотру и изменению заработной платы?|"Сотрудники с добавленным доступом смогут видеть все статусы, выбранные из списка в разделе ""Статусы, доступные на редактирование""."|3|4|2|3|3
73000525756|4|Где будет отображаться добавленный доступ?|"Доступ для всех сотрудников отдела HR включает возможность просмотра информации по всем должностям в проекте. Это означает, что все сотрудники этого отдела смогут видеть зарплату сотрудников и даже изменять ее, если данное разрешение было предоставлено. Они также смогут видеть список доступных бонусов и редактировать статусы.  Для предоставления такого доступа необходимо создать новый доступ в разделе ""Доступы"" к проекту и указать отдел HR в поле ""Для каких должностей доступ"". После сохранения нового доступа, все сотрудники отдела HR смогут использовать его."|5|5|4|5|6
73000525540|1|Какая информация будет доступна сотрудникам в разделе о позициях?|"После заполнения полей нужно нажать на кнопку ""Сохранить""."|3|4|5|2|0
73000525556|16|Какие должности будут иметь доступ к просмотру зарплат сотрудников и возможности их изменения?|В разделе о доступе к должностям будет отображаться следующая информация: - Должности, к которым предоставлен доступ. - Зарплата, которую сотрудник может видеть и изменять. - Бонусы, доступные для просмотра сотрудником. - Статусы, доступные для редактирования сотрудником.|3|4|4|3|8
73000525756|3|Могут ли выбранные должности просматривать зарплаты сотрудников и изменять их?|Из списка статусов будут видны те статусы, которые были выбраны при добавлении доступа сотрудникам. Только эти статусы будут доступны для просмотра сотрудниками с добавленным доступом. Ссылка на пример: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906|4|5|4|3|1
73000525556|17|Какую информацию о позициях сотрудник увидит в разделе?|"Сотрудники с текущим доступом смогут видеть и изменять все бонусы, кроме бонуса с статусом ""Утвержден""."|3|4|4|3|8
73000525756|1|Могут ли выбранные позиции просматривать зарплаты сотрудников и изменять их?|Сотрудники с добавленным доступом смогут видеть все статусы, выбранные из списка.|4|4|3|3|1
73000524812|6|Какие бонусы будут видны сотрудникам с текущим доступом из списка добавленных в проект?|Информация, которую сотрудник будет видеть в разделе, распространяется на все должности внутри организации.|4|5|3|2|4
73000525539|1|Какие статусы из списка будут видны сотрудникам с добавленным доступом?|"Да, сотрудники имеют возможность просматривать и изменять свою зарплату, включая все бонусы и статусы по ним, за исключением статуса ""Утвержден"". Информация о возможности просмотра и изменения зарплаты доступна в документе ""Уровень доступа для сотрудников"" и ""Настройки отдельного сотрудника""."|2|3|4|4|2
73000524814|1|Какие позиции будут доступны сотруднику в разделе?|Для сотрудников с текущим доступом можно выбрать бонусы из списка, добавленных в проекте. Они смогут видеть только те бонусы, которые будут отмечены для просмотра. Для более подробной информации вы можете обратиться к следующему изображению: [ссылка]|3|4|4|4|5
73000525754|17|Какие бонусы из списка бонусов добавленного проекта смогут видеть сотрудники с текущим доступом?|"Сотрудники с текущим доступом смогут видеть все бонусы за исключением тех, которые имеют статус ""Утвержден""."|4|5|4|3|1
73000525556|16|Какие бонусы из списка бонусов, добавленных в проект, сотрудники с текущим доступом смогут видеть?|Да, выбранные должности могут просматривать и изменять зарплату сотрудников.|2|1|2|1|7
73000525539|2|Какие статусы будут видны сотруднику с добавленным доступом?|На примере выше доступ будет предоставлен сотрудникам HR-отдела.|4|4|4|3|1
73000525556|15|Какие статусы будут видны сотрудникам с добавленным доступом?|"Сотрудникам с текущим доступом будут видны все бонусы, кроме бонуса со статусом ""Утвержден""."|3|4|3|3|8
73000544921|2|Какие статусы будут видны сотрудникам с добавленным доступом?|"Сотрудникам с текущим доступом будут видны все бонусы, добавленные к проекту, кроме бонусов со статусом ""Утвержден""."|4|5|3|2|4
73000525556|14|Какие статусы выбранные сотрудники смогут видеть из списка?|Только что добавленный доступ будет отображаться в списке доступов.|4|3|3|2|9
73000524835|1|Какие бонусы будут видны сотрудникам с текущим доступом?|Нет, выбранные позиции не могут просматривать зарплаты сотрудников и изменять их. Возможность просмотра и изменения зарплат сотрудников зависит от прав доступа, которые даны сотруднику. Если сотруднику выдан доступ только на просмотр, он не сможет видеть информацию о зарплатах и внесении изменений в них.|4|5|3|2|4
73000525756|4|Какие статусы из списка будут видны сотрудникам с добавленным доступом?|"Для того чтобы настроить доступ для всех сотрудников отдела HR, необходимо выполнить следующие шаги:  1. Перейдите в раздел ""Настройки"" платформы. 2. Выберите категорию ""Зарплаты"". 3. В окне настроек доступов нажмите на кнопку ""Создать"" в правом верхнем углу. 4. В открывшемся окне заполните следующие поля:    - Название: укажите понятное название, которое поможет вам определить, для кого предназначен данный доступ (например, ""Доступ HR-отдела"").    - Для каких должностей доступ: выберите все должности, которым нужно предоставить доступ.    - К каким должностям доступ: укажите, для каких должностей сотрудников этого отдела будет видеть информацию.    - Может видеть зарплату (и изменять ее): установите флажок, если сотрудникам HR-отдела требуется доступ к просмотру и изменению информации о зарплате сотрудников.    - Бонусы, доступные на просмотр: выберите из списка добавленные бонусы, которые будут видеть сотрудники отдела HR.    - Статусы, доступные на редактирование: выберите из списка статусы, которые будут видеть сотрудники отдела HR с добавленным доступом.  5. После заполнения всех полей нажмите кнопку ""Сохранить"". В списке доступов отобразится новый доступ для HR-отдела, который вы только что создали.  Теперь все сотрудники отдела HR, которым присвоены указанные должности, будут иметь доступ к просмотру и изменению информации по всем должностям в проекте."|4|5|5|5|6
73000525754|13|Будут ли выбранные должности иметь возможность просматривать зарплаты и изменять их?|"Сотрудникам с добавленным доступом будут видны и изменяемы следующие статусы по зарплате и бонусам: все статусы кроме ""Утвержден"". Более подробную информацию можно найти в документе под номером 1."|3|4|4|3|8
73000525767|6|Какую информацию о должностях будет видеть сотрудник в данном разделе?|Видеть бонусы будут только те, которые будут выбраны из списка добавленных в проекте. Подробную информацию о доступных бонусах можно найти в списке, который будет отображаться после сохранения доступа.|4|5|3|2|4
73000524812|7|Какие статусы будут видны сотрудникам с добавленным доступом?|"Сотрудники с текущим доступом будут видеть те бонусы из списка, которые выбраны в разделе ""Бонусы, доступные на просмотр""."|3|4|3|3|8
73000525756|4|Какую информацию сотрудник будет видеть в разделе о доступе к должностям?|Да, сотрудники с выбранными должностями будут иметь доступ к просмотру зарплаты сотрудников и возможность ее изменения.|4|4|4|3|1
73000525754|2|Какие статусы могут быть видны сотрудникам с добавленным доступом?|"Сотрудники с добавленным доступом будут видеть и изменять зарплату, все бонусы и статусы по ним, кроме статуса ""Утвержден""."|3|4|2|3|3
73000524835|1|Какие статусы будут видны сотрудникам с добавленным доступом?|"Сотрудникам с добавленным доступом будут видны все статусы по зарплате и бонусам, кроме статуса ""Утвержден""."|4|5|4|4|6
73000525547|3|Какие статусы из списка смогут видеть сотрудники с добавленным доступом?|Сотрудники с текущим доступом будут видеть те бонусы, которые выбраны из списка добавленных в проект бонусов. Подробное описание процесса добавления доступа и выбора бонусов можно найти в [этом примере](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906).|3|4|4|3|8
73000524812|11|На приведенной выше картинке приведен пример добавления доступа для отдела кадров. Что конкретно будет доступно сотрудникам этого отдела в проекте?|Сотрудник будет видеть информацию о должностях, включая зарплату и возможность ее изменить, список бонусов, которые доступны для просмотра, а также список статусов, которые доступны для редактирования.|4|5|3|2|4
73000525754|6|Какие статусы будут видны сотрудникам с добавленным доступом?|"Из списка добавленных в проекте бонусов, выбранные сотрудники смогут видеть те, которые будут отмечены в разделе ""Бонусы, доступные на просмотр""."|4|5|3|2|4
73000525545|3|Могут ли выбранные должности просматривать и изменять заработную плату сотрудников?|"Из списка добавленного доступа сотрудники смогут видеть статусы ""дублирование"", ""изменение"" и ""удаление"" (см. документ №1)."|2|3|4|3|2
73000525754|2|На какие должности предоставляется доступ?|Сотрудники смогут видеть информацию о должностях, зарплате (и иметь возможность изменить ее), бонусах (выбранных для проекта) и статусах (выбранных для доступа на редактирование).|4|4|3|3|1
73000525754|2|Какие бонусы могут быть видны сотрудникам с доступом?|Сотрудники с текущим доступом смогут видеть только те бонусы, которые будут выбраны из списка добавленных в проекте бонусов. Все остальные бонусы им не будут доступны. |5|5|4|5|6
73000524832|6|Какая информация будет отображаться для сотрудников в разделе о доступе к должностям?|Доступ в разделе предоставляется на следующие должности: - HR-отдел. Он будет для всех сотрудников отдела, которые смогут увидеть данные по всем должностям в проекте.  Дополнительная информация и пример можно найти в следующем документе: [ссылка](https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031616541/original/S-Vto7kDf9MyUvcEEYZrnn9FYT0c2KiR7Q.png?1668480906)|4|5|4|3|1
73000525539|2|Как сохранить данные после заполнения полей?|Сотрудник сможет видеть информацию о должностях в разделе, включая зарплату и возможность ее изменить, список доступных бонусов для просмотра и список статусов, которые он сможет редактировать.|2|1|4|0|7
73000524812|7|Какую информацию сотрудник сможет видеть в разделе о доступе к должностям?|Да, выбранные должности могут просматривать зарплаты сотрудников и иметь возможность их изменить.|3|4|4|2|0
73000524812|14|Какие статусы можно изменять?|Да, сотрудники с определенным доступом могут просматривать и изменять зарплату. Они должны иметь доступ к разделу, где настроен просмотр и изменение зарплаты сотрудников.|4|5|3|2|4
