question;chunk_from_text;chunk_from_video;answer
Можно в Платруме создавать скрипты продаж, если да, то как это сделать;score: 0.28320187, После написания первой версии документа может потребоваться показать его коллегам для того, чтобы получить от них замечания и предложения по доработке или исправлению.На этом шаге (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525537)(https://help.platrum.ru/article/55-article)вы узнаете как организовать данный процесс в Platrum.;score: 0.30403632, В этом видео рассмотрим отчет план по месяцам в Platrum. С помощью данного отчета вы можете ставить и наглядно наблюдать выполнение плана по выручке в вашей компании и в целом очень быстро и удобно оценивать рост вашей компании с точки зрения выручки.;
как мне можно скачать оргсхему;score: 0.3588845, После написания первой версии документа может потребоваться показать его коллегам для того, чтобы получить от них замечания и предложения по доработке или исправлению.На этом шаге (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525537)(https://help.platrum.ru/article/55-article)вы узнаете как организовать данный процесс в Platrum.;score: 0.36860108, И мы с вами снова попали на окно выбора шаблона. Давайте опять выберем расширенный шаблон. В начале видео я говорил о том, что на стартовом экране выбора шаблона можно импортировать свой шаблон, но он должен быть в особом формате. Так вот, для того, чтобы куда-то загрузить шаблон структуры, вы сначала должны его экспортировать из уже настроенного проекта. Экспортируется он вместе со всеми настройками, поэтому произведя импорт данного шаблона в каком-то другом проекте, вы увидите уже полностью настроенную структуру.;
Какой типа шаблона оргструктур подходит для общепита лучше всего;score: 0.34353995, Мы также подготовили для вас статьюс ответами на частые вопросы (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000524815)по работе со структурой.;score: 0.26068103, Итак, давайте попробуем выбрать какой-то шаблон. На данный момент представлено три возможных шаблона. Здесь сразу стоит сказать, что независимо от того, какой шаблон вы выберете, вы можете создать любую структуру. То есть сам конструктор структуры никак не завязан на исходный выборный шаблон. Просто вам нужно выбрать что-то наиболее приближенное, наиболее подходящее к вашей текущей задаче. Например, понятно, что шаблон простой структуры подходит для каких-то совсем небольших бизнесов, у которых какая-то простая базовая структура, в ней всего несколько подразделений, и нет смысла создавать какую-то более солидную структуру. Давайте мы с вами выберем, например, расширенный шаблон. Он же как раз и представлен в демонстрационных данных. Нужно обратить внимание, что при выборе шаблона текущий владелец проекта сразу же устанавливается в самый верхний блок. Если это нужно отредактировать, вы просто можете снять данного сотрудника с этой должности и назначить того, кто действительно должен находиться на должности. Напомню, в этом видео мы будем говорить о работе со структурой, о ее базовой какой-то настройке и базовых функциях структуры. Здесь я предполагаю, что вы уже добавили в свой проект сотрудников. Это, напомню, происходит через вкладку Сотрудники. И сейчас вам нужно именно настроить саму структуру и разместить сотрудников по должностям.;
как добавить сотрудника , не отправляя ему приглашения ?;"score: 0.26952118, Для добавления обязательно указать только email. Он будет использоваться для входа в систему, пароль будет отправлен в приветственном письме на этот email. Если вы не укажете пароль при добавлении сотрудника, он будет сгенерирован автоматически.Если у вас уже добавлены сотрудники и настроены права для них, чтобы не повторять действие для каждого нового сотрудника, можно в поле ""Права как у"" выбрать сотрудника, у которого уже есть необходимый набор прав. Например, если у вас уже добавлен администратор базы знаний и академии, и вам нужен еще один такой же сотрудник, вы в данном поле можете выбрать его из выпадающего списка.";score: 0.27416992, И теперь заявка перешла в статус активного поиска. Отсюда сотрудник менеджера по работе подбора персонала может что у нас делать? Он отсюда может добавлять новых кандидатов. То есть, вот он пошел куда-то на HeadHunter, в какие-то источники с возможными кандидатами, нашел интересного кандидата, как-то первично с ним пообщался, понял, что дальше имеет смысл показывать и он может его сюда добавить. Добавить прямо полностью, указав там его контактные данные, дату рождения, прикрепив резюме и так далее. Опять же, поля, которые мы должны прикреплять к соискателю, мы сами же можем задать при администрировании на бизнес процесс. В нашем случае это минимальный набор полей, даже вот телефон на самом деле забыли добавить. Это легко сделать, то есть при редактировании вот этого соискателя со стороны администратора, мы можем добавить сюда любое поле, в том числе и телефон. Ну, в нашем случае, допустим, добавляем сюда ФИО сотрудника, загружаем резюме и нажимаем кнопку продолжить.;
Не получается добавить сущность в бизнес процесс;"score: 0.28121346, Сущности бизнес-процессов нужны, чтобывы имели шаблон с полями для заполнения исполнителем процесса. Шаблон можно показать на любом шаге процесса.Например, у вас есть несколько процессов, где необходимо заполнить данные клиента. Вы можете создать сущность ""Клиент"", в которую добавите поля для заполнения в бизнес-процессе.https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026386183/original/4PN9_cCGMXqVfzWByGy-rKcw1-xxWmGTdA.png?1664823118Таким образом, при выборе сущности ""Клиент"" у вас теперь будет автоматически отображаться строки: имя, фамилия, отчество и телефон. А вы сэкономите время на внесении одинаковых полей.Сущность можно настроить любую, исходя из потребностей бизнес-процессов вашей организации.Сущность может отображаться:- Везде - отображается во всех бизнес-процессах, использующих текущую сущность. Такое поле нельзя редактировать в конструкторе бизнес-процессов. Изменения в нем будут применены для всех его копий.- В конкретном процессе - отображается только в контексте бизнес-процессов, использующих текущую сущность, в которых поле создано или за которыми поле закреплено. Такое поле нельзя использовать в бизнес-процессах, за которыми не закреплено поле.После заполнения сущности нажмите ""Сохранить"" в правом верхнем углу экрана.";score: 0.2880122, Далее мы можем создать в этом процессе сущности процесса. Что это такое? Это вот в примере с опять же заявкой на найм, это был соискатель. То есть это была некая карточка соискателя, в которой мы указываем имя, телефон, какие-то необходимые данные, какой-то комментарий, рекрутеры и так далее, для того чтобы с ними работать. Но это могут быть абсолютно любые сущности, то есть это могут быть ваши клиенты, это могут быть какие-то подрядчики, это могут быть какие-то контрагенты и так далее. Вы сами создаете здесь себе необходимые данные. Например, в данном случае мы здесь видим, что здесь есть несколько уже у нас каких-то созданных сущностей. Давайте с вами создадим новую. Пусть это будет контрагент. Добавляем поле. Нам предлагается выбрать уже из каких-то существующих полей. Давайте выберем из существующих. Имя, фамилия, в принципе с этим все понятно. Видим, что нет существующих полей с реквизитами. Давайте создадим, пусть это будет ИНН. Создадим новое. Ну и так далее. Дальше создавать не будем. Смотрим, что у нас здесь есть. Есть тип поля, но я думаю с этим все понятно. Что у вас здесь должно храниться? Какое-то числовое значение, какой-то текст, длинный текст, даты и так далее. В нашем случае ИНН, например, это числа. Далее мы видим настройку, которая позволяет нам указать, где это поле может быть видно. То есть, либо абсолютно любой бизнес процесс, в котором участвует контрагент, будет выводить на поле, допустим с ИНН, без каких-либо дополнительных ограничений. Либо ИНН контрагента будет виден только в конкретных бизнес процессах, а в каких-то других он выводиться не будет. То есть, вот, например, имя и фамилия. Мы видим, что они у нас отображаются везде. Это понятно. Контрагент без имени это совсем какая-то странная сущность. Например, какие-то его реквизиты. Ну, допустим, опять же, ИНН, ОГРН, наверное, понятно, что контрагенты должны быть всегда. А, например, город, в котором мы с этим контрагентом взаимодействуем, он может быть нужен только в каком-то одном процессе. А у всех остальных, когда отправляются закрывающие документы этому контрагенту или еще в каких-то, в принципе, этот город вообще не нужен. И для того, чтобы он там нигде не мешался и не выводился лишним, вы можете указать, что это поле должно отображаться только в конкретном процессе и делайте привязку к соответствующему процессу. Ну вот мы с вами добавили сущность, давайте теперь добавлять шаги. Сущности на самом деле не обязательно, то есть не любой процесс требует создания каких-то сущностей. И многие процессы могут быть абсолютно без какого-либо кандидата, контрагента, клиента и так далее. То есть просто, понятно, атомарные процессы, как вот, например, было с процессом передачи изделия в тиражировании.;
как мне добавить статью в базу знаний?;score: 0.23803243, Чтобы иметь быстрый доступ к некоторым статьям Базы знаний, можно добавить их в Избранное по нажатию на пиктограмму сердца в правом верхнем углу (доступно в режиме просмотра).Избранные статьи появятся на главной странице Базы знаний в соответствующем разделе:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641272/original/6vFfaU0Sth7KQXjqszRtB7rFgwPwMDtMsA.png?1646057738Также для редакторов и сотрудников с правами на комментирование доступен просмотр истории комментариев и предложений. Эту функциональность подробнее рассмотрим в статье “Совместная работа со статьей (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525537)”.;score: 0.2513261, И также очень важная механика, которая приносит огромную пользу и в которой как раз-таки раскрывается эта связка базы издания Академии в Platrum. Это запрет внесения изменений в статье базы знаний без добавления вопроса. Запрет этот включается тоже в настройках Академии. Давайте с вами сюда перейдем. Здесь мы видим две дополнительных галочки. Это напоминать о необходимости обновить тесты при изменении статьи, как это будет работать. В данном случае, если в какую-то статью редактор внесет пять новых слов, естественно вы можете изменить количество слов. Система покажет ему напоминание, смотри ты добавил какое-то nest жестящее изменение в статью. Возможно стоит обновить вопросы теста, но это будет мягкое напоминание, которое позволит его проигнорировать. Мы можем запретить вносить изменения статью без дополнительных тестов. Например, если как редактор добавил статью сорок слов, а это можно достаточно значительные изменения, то система будет требовать добавить вопрос, иначе она не даст сохранить это изменение. И вот здесь срабатывает очень важная механика. Как только сотрудник добавит вопрос теста в статью, которая уже включена в какой-то курс, этот курс у всех участников, даже которые давно его прошли, будет обновлен, у всех будет пересчитан прогресс, и всем участникам придет уведомление о том, что в материал, который вам нужно было изучить, было призвано какое-то дополнение, и вам нужно вернуться к курсу и пройти его до конца. Им не придется перепроходить весь курс, им нужно будет ответить только на новый вопрос теста, и для этого, соответственно, им придется почитать вот тот новый материал, который был добавлен в регламент. И это очень важная механика, которая исключит вероятность ошибки, когда в какой-то регламент было добавлено изменение, возможно, очень критичное изменение, но о нем никто просто не узнал.;
поля для досок единые или у каждой достки свои?;score: 0.28876966, Создавать доски могут все сотрудники в проекте, независимо от их доступов. Можно создавать новые доски с нуля каждый раз, когда требуется организовать работу над новым проектом, либо заранее заготовить несколько шаблонов досок с задачами и создавать новые доски на их основе.;score: 0.2736255, Также отдельно стоит упомянуть, что в досках, конечно же, можно настраивать различные уровни доступа и можно настраивать свои дополнительные поля. Если вам не хватает базовых полей, которые есть в задаче, вы можете добавить сколько угодно своих полей, какие-то из них назначить обязательными, настроить те пола, которые должны выводиться в задачи, скрыть те поля, которые вам в принципе не нужны на постоянной основе и полностью настроить инструмент под себя. И так с помощью досок вы можете вести как какие-то личные задачи, так и выстраивать различные бизнес-процессы и организовывать какую-то совместную работу с командой над определенным проектом и в принципе визуализирует процесс любой работы в вашей компании.;
на бесплатном пробном периоде не могу попробовать создать структуру, метрики;score: 0.32029778, На бесплатном тарифе вы можете без ограничений: Создавать структуру своей компании, чтобы увидеть преимущества работы именно с Platrum. Советуем создать тестовых пользователей (На старте у вас может быть 5 активных пользователей).https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003746393/original/wZS9NYEHp71WAPiIovpCMIUP0Yh-ROJDuQ.jpeg?1646166837;score: 0.3278262, Создание метрик происходит очень просто, это достаточно простое окно, в котором вам нужно заполнить несколько параметров. Создавать метрики могут сотрудники с определенным доступом, по умолчанию напомним, у нас у владельца проекта есть все доступы, а дальше уже он сам распоряжается, кто и что может в проекте администрировать.;
как добавить должность?;score: 0.24838054, Для того, чтобы назначить определенного сотрудника на определенную должность, для начала вы должны добавить его в систему.Для этого зайдите в разделКомпания -> Сотрудники.Если у вас есть доступ на добавление сотрудников, в правом верхнем углу вы увидите кнопку для добавления нового сотрудника.https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003441366/original/pHvBRrRWcSuIPY9BPyW5-yX9fOzAl1wC2g.png?1645707542;score: 0.25833166, А, значит, надо еще на должности добавлять. Добавляем на всех должностей. Берем владельца и вот эту галочку. Ты про эту галочку рассказывал, что она значит? Да. Напоминаю для тех, кто, возможно, пропустил. Это значит, что это должность и все, кто под ней. То есть, когда мы активируем эту галочку, то все сотрудники добавляют. Вот смотрите, мы сделали курс для всех сотрудников компании, прекрасный курс. Вот, и теперь он у всех будет доступен.;
Можно ли поменять язык интерфейса на английский или надо делать новый аккаунт?;score: 0.20424667, ЯзыкВыберите английский или русский язык для интерфейса мессенджера.;score: 0.33919263, Отправляю заново, и теперь руководитель, который уже эту заявку однажды видел, ему не придется тратить время на то, чтобы опять все поля изучать, разбираться, что же это такое, система ему подсвечивает желтеньким, что как бы вот именно вот эта боль была изменена с последнего раза. Я по истории вижу, что я уже однажды эту заявку на согласование видел, и я по ней отказал, сказал, что нужно исправить систему мотивации, и, соответственно, вижу, что система мотивации исправлена. Ну, я ее перепроверяю, на этот раз, допустим, меня все устраивает, я в таком случае согласовываю и передаю заявку в работу. Вот эти поля, которые мы здесь с вами видим, согласовать, передать в работу, отказать, вернуть на доработку, это опять же не заранее ограниченный набор каких-то кнопок, которые доступны. Каждую из этих кнопок вы создаете сами при администрировании бизнес-процесса.;
Можно ли через бесплатный аккаунт дать доступ на просмотр члену команды?;score: 0.3098275, Большинство данных сотрудников доступно всем остальным для просмотра, но есть ряд полей с ограничениями:Соответствующий доступ выдается сотрудникам в настройках прав доступа:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003086274/original/ymOG8jUWqBA_sg7xMv-_S8gDhIOv_Nm84g.png?1645108490;score: 0.31069404, А, значит, надо еще на должности добавлять. Добавляем на всех должностей. Берем владельца и вот эту галочку. Ты про эту галочку рассказывал, что она значит? Да. Напоминаю для тех, кто, возможно, пропустил. Это значит, что это должность и все, кто под ней. То есть, когда мы активируем эту галочку, то все сотрудники добавляют. Вот смотрите, мы сделали курс для всех сотрудников компании, прекрасный курс. Вот, и теперь он у всех будет доступен.;
Можно ли в оргсхеме добавить поле компенсации?;score: 0.33848357, https://www.youtube.com/embed/jioIk0370LI?list=PLW1EmxdCk9RKbhqJYtG-bat8H3SeNg3dbМеханика работы простая:Каждый сотрудник может создать заявку на согласование определенной суммы под конкретную задачу. Заявку сотрудник может создать только в доступные для его должности типы расходов. Далее эту заявку рассматривает цепочка должностей согласно структуре организации вплоть до владельца. Вы можете сами настроить, какие должности в цепочке нужно пропустить, а какие должны быть обязательны для любой заявки.;score: 0.3515408, Отправляю заново, и теперь руководитель, который уже эту заявку однажды видел, ему не придется тратить время на то, чтобы опять все поля изучать, разбираться, что же это такое, система ему подсвечивает желтеньким, что как бы вот именно вот эта боль была изменена с последнего раза. Я по истории вижу, что я уже однажды эту заявку на согласование видел, и я по ней отказал, сказал, что нужно исправить систему мотивации, и, соответственно, вижу, что система мотивации исправлена. Ну, я ее перепроверяю, на этот раз, допустим, меня все устраивает, я в таком случае согласовываю и передаю заявку в работу. Вот эти поля, которые мы здесь с вами видим, согласовать, передать в работу, отказать, вернуть на доработку, это опять же не заранее ограниченный набор каких-то кнопок, которые доступны. Каждую из этих кнопок вы создаете сами при администрировании бизнес-процесса.;
как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.;score: 0.26746207, Каждому сотруднику вы можете поменять график работы. Подробнеечитайте в отдельной статье (https://help.platrum.ru/article/53-article);score: 0.31825423, По умолчанию они не будут создаваться никому, у кого нет ни одного пройденного курса. То есть, условно, владельцу компании, который никогда, например, курсы не проходит, его не будут беспокоить какие-то уведомления о том, что на вас создан новый курс и так далее. В принципе, сюда дополнительно вносить владельца, если он, например, курсы никогда не проходит, не нужно. Но если есть сотрудники, которые курсы проходят, но по какой-то причине вы хотите, чтобы эта должность была исключена из автоматического создания, вы можете здесь исключить конкретную какую-то должность.;
как можно закрыть доступ к файлу с документами всем сотрудникам ?;score: 0.2767377, Большинство данных сотрудников доступно всем остальным для просмотра, но есть ряд полей с ограничениями:Соответствующий доступ выдается сотрудникам в настройках прав доступа:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003086274/original/ymOG8jUWqBA_sg7xMv-_S8gDhIOv_Nm84g.png?1645108490;score: 0.29299182, Ну, давайте здесь подчеркнем основную мысль. Вы задаете структуру документов в базе знаний согласно вашей структуре компании. Конечно, если нужно какие-то документы показывать всем сотрудникам, вы просто всегда можете создать отдельный раздел, который называется «Для всех сотрудников», и он будет объединять документы, которые видят все. Дальше в каждый раздел, в каждую папку и категорию вы выдаете правильный доступ на редактирование и просмотр, например, в каждом отделе начальник может редактировать и просматривать только сотрудники этого отдела. В каждом направлении, в каком-то более маленьком подразделении редактировать документы может, соответственно, руководитель этого направления. Дальше вы на основе этих, так скажем, должностных папок создаете обучающие курсы, и если вы при создании курса добавили не просто несколько статей по одной, а сразу всю категорию, относящуюся к должности, то при добавлении новых материалов в эту категорию эти статьи сразу будут попадать в курс. И далее, если вы включаете настройку, запрещающую вносить значительные изменения в документы и добавление вопросов, то вы создаете самоподдерживающуюся систему, которая растет и масштабируется вместе с вашими процессами. Вам не придется постоянно администрировать Академию. Вы создали обучающий курс, дальше количество материалов в папке растет, количество вопросов растет, все это сразу попадает в курс. Курс постоянно обновляется при любом изменении ваших боевых регламентов и материалов. Никто в вашей компании не будет проходить какие-то неактуальные устаревшие курсы, не будет такой ситуации, что вы внесли серьезные дополнения в регламент, например, после разбора какого-то инцидента. Какие-то из ваших сотрудников продолжают работу по старым скриптам, по старым методологиям, просто потому что они не видели, не знали этого изменения в регламенте. Ну и, наверное, последнее, о чем стоит рассказать, это автоматический контроль знаний. Это дополнительный инструмент в Академии, который позволяет включить автоматическое создание курса с определенной периодичностью. Вот мы с вами видим настройки. Мы можем задать настройку, например, чтобы этот курс создавался раз в 30 дней. Мы можем задать максимальное количество вопросов в этом курсе. А что это такое? Вот эти автоматические курсы контроля знаний, они состоят только из вопросов, и эти вопросы формируются случайным образом из уже пройденных сотрудникам курсов. То есть, если ваш какой-то старый сотрудник прошел все необходимые ему курсы, например, два года назад, то для поддержания тонуса и актуальности его знаний вы можете включить вот такой автоматический контроль знаний, указать здесь, например, максимальное количество вопросов в 4, чтобы сильно не отвлекать сотрудника от его работы и не прерывать его процессы. Вы можете исключить какие-то конкретные отделы, в которых вообще не должны касаться эти автоматические курсы. Понятно, вы можете добавить какую-то обложку, чтобы просто эти курсы покрасивее выглядели в списке. С этого момента раз в 30 дней для всех сотрудников, которые когда-либо проходили курсы, то есть, например, если у вас генеральный директор никакие курсы не проходит и в принципе Академии не касается, то его этот автоматический контроль знаний беспокоить не будет. Но если у сотрудника есть пройденный курс и он не исключен из участвующих в контроле, то ему периодически будет создаваться курс, который состоит из случайного набора вопросов из уже пройденных курсов.;
почему долларовые остатки в рублях показываются?;score: 0.3040594, В данном виджете можно увидеть остатки денежных средств на всех кассах, или по заданным фильтрам.Подробнее про Остатки можно прочесть в даннойстатье (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525790-%D0%B1%D0%B0%D0%BB%D0%B0%D0%BD%D1%81).https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73015831349/original/Jcm8V1jXmY2MSKQFlt3lI3bwRU5JoItqng.png?1657620331;score: 0.2972459, Далее поля «Валюта» и «Привести к валюте». Эти поля также по умолчанию в отчете выводиться не будут до тех пор, пока вы не создадите кассы в разных валютах. Если у вас в проекте все кассы имеют одну валюту, то, соответственно, и фильтровать по валюте или приводить все это к какой-то другой валюте с конвертацией вам не нужно. Но если же у вас в проекте есть кассы с разными валютами, то тогда у вас появляется возможность отфильтровать все транзакции по конкретной валюте. В данном случае в этом проекте у меня есть кассы в рублях и в долларах. Например, я могу сейчас отфильтровать все доходы в долларах. Здесь мы видим, что доходы в долларах есть только за сентябрь, поэтому часть показателей у нас отсутствует. У нас еще нет базы, у нас нечего считать динамику, и у нас еще нет планового показателя, потому что, опять же, у нас нет базы, нам не на что опираться. Если же я хочу посмотреть наши результаты по выручке независимо от касс, то есть совокупно по всем счетам, по всем валютам, то я могу привести сумму к какой-то конкретной валюте. Например, выберем здесь российский рубль. Как только я выбрал здесь какую-то конкретную валюту, соответственно, фильтр по валюте сразу обнулился, потому что они не могут работать совместно, мы либо приводим все к какой-то одной валюте, либо мы смотрим какую-то определенную валюту. В данном случае я выбрал приведение к валюте российский рубль, мы видим, что у нас изменилось значение выручки, тогда выручка в долларах за сентябрь, который мы только что видели, она сконвертировалась по курсу ЦБ РФ в рубли, и теперь мы видим уже совокупные показатели по выручке по рублевым и долларовым счетам одновременно.;
Как мне из основного акаунта скопировать схему?;score: 0.31022927, Если вам нужно выгрузить отчет, в правом верхнем углу вы можете нажать на иконку копирования, а затем вставить данные в любую нужную вам таблицу.Есть возможность частично выгрузить данные, например, только для одного типа транзакций. Тогда вам нужно нажать на сумму в типе транзакции, у вас раскроется список. В правом верхнем углу списка с транзакциями вы найдете кнопку копирования:https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73035868145/original/s5URSRWohIF9brv-2jJ1Ltjm5eK829pz_A.png?1671101307;score: 0.3289041, Добрый день! В этом видео рассмотрим базовые основы настройки и работы со структурой в Platrum.Итак, самый стартовый экран при работе со структурой в Platrum это тот, который вы сейчас видите. Это возможность выбрать какой-то готовый шаблон, либо импортировать какой-то свой шаблон структуры. Сразу скажу про импорт. Импортировать сюда можно только файл, который вы экспортировали из какого-то другого проекта. То есть сюда нельзя импортировать какую-то любую произвольную схему, которую вы нарисовали в каком-либо внешнем редакторе. Импортировать вы можете шаблон, который сами же экспортировали из какого-то другого проекта. Но это может быть удобно, например, если у вас схожая структура в нескольких проектах. На данный экран мы с вами попадаем после того, как удаляем демо-данные в проекте. И это очень важно, пожалуйста, убедитесь, что перед тем, как вы начинаете что-либо настраивать в вашем проекте, проверьте, чтобы у вас были удалены демо-данные. И после удаления этих данных мы обязательно попадем на экран выбора шаблона.;
